date,timestamp_ms,datetime_utc,data_type,value
2026-04-16,1776397670800,2026-04-17 03:47:50.800,Breathing,13.68
2026-04-16,1776397671440,2026-04-17 03:47:51.440,Breathing,7.56
2026-04-16,1776397672080,2026-04-17 03:47:52.080,Breathing,-18.96
2026-04-16,1776397672720,2026-04-17 03:47:52.720,Breathing,-15.24
2026-04-16,1776397673360,2026-04-17 03:47:53.360,Breathing,-6.96
2026-04-16,1776397674000,2026-04-17 03:47:54.000,Breathing,10.44
2026-04-16,1776397674640,2026-04-17 03:47:54.640,Breathing,16.44
2026-04-16,1776397675280,2026-04-17 03:47:55.280,Breathing,12.0
2026-04-16,1776397675920,2026-04-17 03:47:55.920,Breathing,3.0
2026-04-16,1776397676560,2026-04-17 03:47:56.560,Breathing,-18.48
2026-04-16,1776397677200,2026-04-17 03:47:57.200,Breathing,-14.52
2026-04-16,1776397677840,2026-04-17 03:47:57.840,Breathing,-4.68
2026-04-16,1776397678480,2026-04-17 03:47:58.480,Breathing,13.8
2026-04-16,1776397679120,2026-04-17 03:47:59.120,Breathing,14.28
2026-04-16,1776397679760,2026-04-17 03:47:59.760,Breathing,10.56
